Type,Zreal-1,Zimag-1,Zreal-2,Zimag-2,Zreal-3,Zimag-3,Zreal-4,Zimag-4,Zreal-5,Zimag-5,Zreal-6,Zimag-6,Zreal-7,Zimag-7,Zreal-8,Zimag-8,Zreal-9,Zimag-9,Zreal-10,Zimag-10,Zreal-11,Zimag-11,Zreal-12,Zimag-12,Zreal-13,Zimag-13,Zreal-14,Zimag-14,Zreal-15,Zimag-15,Zreal-16,Zimag-16,Zreal-17,Zimag-17,Zreal-18,Zimag-18,Zreal-19,Zimag-19,Zreal-20,Zimag-20
0,4.5647032,2.725447201,16.3305089,11.96215659,28.46698093,15.40462911,43.75229586,12.47491373,58.88192784,9.109911432,71.04584766,7.007931479,82.16801725,20.05462445,118.1590146,59.106957,4.929970196,3.869009526,10.59566473,9.398712768,18.49595912,13.53924777,127.1527765,64.86213454,112.8442065,55.19326763,100.5227094,44.1356896,88.47205207,28.36847013,80.11921523,15.64151323,69.0230111,7.074747216,52.17471796,10.42996105,35.07615513,14.33965369,22.94184601,15.47009563
0,2.469784791,0.826461392,5.909107531,6.083267814,10.84044907,9.95227734,19.75142162,9.93582125,26.68492074,9.369000384,33.12473716,8.526082902,42.02611033,10.44870271,101.9372474,108.3990053,89.65689053,89.03110201,79.84220438,71.59770346,67.81897387,50.29026714,59.22958074,35.34768061,49.65419356,19.57589,3.453036149,2.209687151,73.95778099,60.25122964,69.78684793,52.77970781,46.70169681,15.98023441,35.84616299,8.798065495,83.27878444,77.40853157,67.08462087,48.62957342
0,10.10465693,4.759803072,41.94303353,32.31828514,73.81386392,43.4632595,105.7191514,37.18154668,137.6556907,15.09423385,169.4776401,50.96078771,200.8652658,127.2663369,225.0160807,189.5749992,251.0327492,258.0952022,261.1271398,274.0741685,277.2570997,382.8783879,293.8465992,460.8932084,265.0171272,320.1005025,223.7797986,175.879397,176.9400636,65.07537688,150.7363809,17.5879397,107.7985081,33.41708543,41.36599955,31.65829146,9.594686234,0,296.551964,471.3567839
0,3.283131113,8.830942468,41.0889511,61.02503729,79.31264559,85.17248175,116.7650616,96.14859286,155.8378302,94.12223389,198.9361977,72.37640007,237.2681457,41.77462702,275.3238952,70.21119798,313.6711278,112.5283279,353.4610852,151.0291484,393.2613932,184.2952083,431.6237843,218.9459468,469.687636,243.2847696,507.7319443,277.5077212,546.1007459,308.9162853,583.832091,340.1222135,622.5137446,374.6040887,660.7177398,408.7144648,700.5263949,437.7589435,738.7407405,466.6345589
1,0.97,20.71,21.92,27.6,42.48,59.52,91.84,75.08,168.01,88.94,210.85,38.7,247.98,57.2,308.38,87.55,334.64,60.53,361,122.89,398.87,137.45,436.7,153.66,507.55,152,612.52,162.39,718.46,137.45,865.8,114.58,920.97,79.93,997.4,84.09,1047.99,100.03,1079.26,122.89
1,3.53,10.45,8.91,28.11,16.58,32.54,45.31,10.65,56.47,9.24,75.57,24.62,93.19,43.94,117.7,51.95,133.41,61.56,150.65,77.7,172.35,90.03,190.87,82.41,244.11,109.3,273.23,112.74,321.11,113.96,365.16,113.28,409.21,101.84,439.86,98.01,480.08,89.1,508.81,107.28
1,0.07,0.03,0.16,0.14,0.16,0.17,0.19,0.16,0.23,0.29,0.28,0.39,0.36,0.46,0.4,0.5,0.44,0.57,0.54,0.62,0.68,0.72,0.83,0.76,1,0.8,1.31,0.76,1.47,0.68,1.59,0.64,1.73,0.47,1.79,0.42,1.85,0.39,1.9,0.35
1,16.32,20.41,51.24,52.49,191.06,118.05,317.49,69.81,407.01,87.35,452.93,133.94,491.16,170.5,545.01,175.77,643.04,253.08,735.24,302.22,843.99,377.45,936.49,445.37,1075.91,489.54,1249.52,520.8,1432.4,528.27,1571.59,493.44,1657.35,478.38,1850.15,434.73,1998.98,397.71,2111.25,425.78
1,8.82,65.97,29.95,127.98,104.36,189.98,215.15,230.99,342.04,255.94,514.36,224.7,584.08,180.06,655.24,116.66,779.61,117.35,859.21,161.01,1144.13,316.23,1313.72,412.89,1421.36,452.88,1711.43,564.65,1881.89,629.09,2161.57,665.47,2429.2,675.87,2627.57,653,2860.29,657.16,3166.85,760.06
1,10.18,16.37,68.75,100.69,156.54,229.66,333.86,321.94,537.48,340.13,682.05,302.19,917.63,201.89,1064.4,199.81,1145.41,269.8,1346.38,384.83,1559.47,523.42,1772.86,650.92,2163.81,816.53,2423.9,869.2,2691.36,885.83,2908.27,884.79,3142.94,856.38,3299.12,821.38,3601.17,739.79,3794.03,731.58
1,6.94,8.14,26.16,35.59,34.22,32.24,54.99,54.48,85.73,55.16,128.31,36.15,151.32,39.33,161.12,27.37,182.87,60.3,211.96,101.97,224.25,101.98,242.07,129.89,338.71,165.87,398.88,176.42,448.68,186.41,491.01,182.53,540.52,171.14,586.88,156.5,631.99,139.55,690.27,140.36
1,11.29,24.65,45.21,65.03,102.29,99.64,179.06,105.54,244.89,75.38,267.34,53.51,303.2,34.49,328.23,59.38,350.63,71.74,364.16,117.49,371.81,101.38,435.59,164.07,517.36,216.28,600.04,246.55,677.99,264.23,841.35,262.34,918.59,239.63,984.4,210.81,1048.23,184.85,1120.29,165.41
1,-5.41,47.6,98.31,143.84,217.64,208.65,411.58,233.88,557.62,180.3,687.56,127.54,829.55,154.11,904.75,243.63,988.12,316.54,1075.19,380.8,1243.53,483.85,1421.93,544.96,1660.18,649.54,1924.43,701.54,2139.8,722.19,2354.84,723.64,2571.12,707.02,2775.66,686.04,3000.49,666.57,3225.22,696.47
1,0.05,0.01,0.07,0.02,0.08,0.03,0.09,0.04,0.11,0.05,0.12,0.06,0.13,0.06,0.16,0.07,0.17,0.07,0.2,0.07,0.22,0.06,0.24,0.04,0.24,0.04,0.26,0.03,0.28,0.05,0.29,0.06,0.31,0.08,0.33,0.13,0.36,0.17,0.38,0.23
1,0.05,0.01,0.07,0.02,0.08,0.03,0.09,0.04,0.11,0.05,0.12,0.06,0.13,0.06,0.16,0.07,0.17,0.07,0.2,0.07,0.22,0.06,0.24,0.04,0.24,0.04,0.26,0.03,0.28,0.05,0.29,0.06,0.31,0.08,0.33,0.13,0.36,0.17,0.38,0.23
1,0.08,0.06,0.17,0.11,0.23,0.09,0.32,0.09,0.37,0.13,0.42,0.1,0.45,0.25,0.5,0.36,0.59,0.49,0.74,0.7,0.87,0.8,1.05,0.87,1.24,0.96,1.63,0.98,1.83,0.93,2.02,0.86,2.17,0.79,2.32,0.68,2.47,0.52,2.53,0.49
1,4.24,2.74,15.52,8.19,23.63,9.95,26.44,8.06,32.42,7.53,35.94,6.09,42.29,10.67,46.53,15.73,51.13,20.33,57.12,20.73,58.54,23.97,62.06,24.86,67.71,29.91,74.06,31.69,80.4,33.48,84.98,33.89,90.26,35.23,96.95,35.15,107.19,40.61,121.29,46.96
1,3.62,0.36,14.03,7.81,40.76,22.23,54.04,22.8,67.46,21.41,81.17,18.13,94.46,17.42,108.14,27.19,121.23,33.47,135.03,35.57,148.59,35.9,161.52,35.03,175.17,34.91,188.51,36.74,202.23,44.96,216.3,56,230.84,70.55,249.87,90.94,273.37,121.65,304.62,157.88
1,1.76,2.35,7.36,-6.78,13.04,8.95,18.9,21.12,27.65,8.89,37.07,18.54,46.84,29.65,59.42,36.19,80.99,43.22,123.66,40.44,152.64,27.61,165.73,23.47,176.71,9.67,186.74,15.44,196.99,16.76,203.19,21.81,212.28,20.52,224.2,40.41,236.99,42.51,262.35,77.79
1,17.89,7.61,35.99,33.48,85.58,81.65,139.95,103.35,189.71,113.87,242.59,113.3,307.84,107.38,345.41,106.06,399.31,124.39,438.57,144.19,488.55,171.48,538.75,208.47,576.99,235,629.36,271.63,678.76,302.88,729.12,340.95,778.91,377.69,826.76,427.72,856.27,462.34,892.15,509.53
1,16.51,15,37.78,35.3,53.54,44.21,64,48.86,79.74,57.17,100.69,67.36,116.57,80.14,129.12,69.53,150.28,72.79,167.18,64,177.4,47.99,190.12,42.59,205.83,50.01,220.53,66.18,238.55,105.28,249.5,125.09,265.72,148.57,279.24,168.13,289.46,165.05,307.58,207.43
1,68.4,65.43,102.81,93.1,126.63,112.26,147.57,122.16,168.57,133.84,195.82,139.25,219.12,142.35,245.07,147.59,265.52,142.32,298.66,130.76,320.01,113.18,337.79,104.9,371.44,109.38,395.26,128.54,420.44,149.66,436.77,163.09,465.63,192.09,498.83,222.27,517.41,238.96,538.7,259.55
1,7.72,18.44,19.71,8.18,42.35,39.45,73.43,34.5,87.64,31.15,105.4,34.38,115.61,29.61,126.27,26.64,130.26,19.29,148.02,17.67,158.23,19.56,167.56,20.25,182.21,34.45,190.2,46.98,198.19,61.33,207.52,66.57,218.17,80.86,228.83,86.07,239.48,103.99,258.13,125.36
1,7.72,3.91,30.37,22.46,51.68,31.06,75.65,43.23,96.96,50.92,126.27,58.43,150.24,56.07,171.55,49.23,195.53,35.97,216.84,22.77,238.15,23.19,259.46,34.51,283.44,49.41,304.75,65.27,326.06,77.5,340,87.5,290,52.27,256.67,34.85,233.33,26.29,123.33,56.06
1,10.4,7.07,12.34,28.31,20.96,30.96,60.26,40.79,86.35,40.78,108.53,20.28,125.05,16.23,138.85,21.72,157.31,23.27,184.98,33.01,210.48,21.14,233.94,18.94,249.57,78.03,252.68,72.63,254.86,54.32,255.68,119.28,259.86,79.14,260.98,72.63,263.9,49.74,265.38,154.9
1,10.74,14.5,57.94,27.94,98.66,18.86,130.52,56.98,138.93,80.48,166.45,123.48,203.79,161.17,239.72,196.46,299.72,223.3,375.35,240.39,453.18,240.55,527.02,230.65,598,214.59,672.04,189.65,765.26,183.75,856.88,206.95,938.29,252.19,1006.75,298.64,1053.91,329.86,1117.92,385.87
1,4.94,4.12,15.91,17.49,22.56,21.82,30.93,23.29,37.2,23.15,45.74,24.94,59.46,15.87,65.81,23.48,72.24,16.83,77.23,12.57,89.29,15.84,101.82,24.56,109.85,31.41,118.33,43.47,126.52,51.06,134.46,58.31,147.35,66.33,161.84,77.14,177.34,91.47,189.93,99.62
1,2.47,2.76,8.49,10.59,21.53,15.09,29.63,15.47,37.73,14.44,46.51,9.69,51.07,5.04,59.91,15.11,64.5,17.85,70.85,21.5,76.14,24.23,79.32,26.05,83.15,27.06,90.97,35.22,95.2,36.1,106.14,42.95,110.18,48.96,121.58,54.69,136.88,64.9,144.74,66.68
1,4.62,27.08,46.15,59.23,93.22,113.24,154.69,167.26,248.9,225.63,356.32,272.56,466.62,276.44,576.91,259.17,684.33,213.95,767.89,166.99,873.33,155.44,983.62,189.76,1092.72,217.86,1204.21,254.55,1316.57,285.74,1423.7,346.29,1497.87,406.05,1554.05,462.71,1612.65,527.31,1671.24,599.06
1,-3.86,25.6,42.33,92.12,97.63,144.4,169.05,197.7,258.09,247.2,359.77,283.64,473.76,301.42,578.06,299.16,687.21,278.11,767.71,239.76,856.09,200.39,949.16,179.19,1038.58,208.23,1078.41,264.23,1122.35,317.61,1156.82,382.94,1181.01,452.35,1200.77,517.27,1228.34,574.9,1262.56,643.57
1,12.46,11.93,44.05,65.87,69.15,96.35,127.12,134.82,213.86,187.09,283.94,225.18,380.45,233.76,490.74,222.8,586.68,200.32,663.08,166.99,775.67,161.77,831.97,213.66,892.04,293.61,921.58,366.89,940.54,381.01,957.77,440.61,967.35,557.22,976.15,475,981.27,677.01,981.9,619.64
1,7.63,2.64,13.73,10.6,22.22,15.79,30.93,17.45,43.12,14.97,51.83,9.62,60.54,8.66,69.25,14.16,77.96,16.83,87.1,17.13,95.81,15.56,104.52,13.51,113.67,14.06,121.94,18.52,127.16,23.65,132.39,30.75,137.4,38.34,141.97,46.24,146.54,54.32,151.11,62.76
1,4.37,1.52,7.63,6.72,12.64,12.65,20.91,17.31,29.62,18.67,38.33,16.62,45.74,11.67,50.31,5.75,54.17,4.19,56.84,2.63,63.15,9.23,71.43,6.06,75.93,5.14,78.67,4.66,82.1,10.78,85.8,17.37,89.28,24.49,92.55,31.64,96.03,38.56,99.51,45.75
1,9.71,33.93,55.75,60.79,102.49,83.11,169.2,92.86,230.81,106.53,291.88,135.85,349.21,165.23,415.59,192.54,482.79,206.56,549.97,218.35,617.66,222.29,685.3,234.16,749.32,263.92,789.34,302.77,811.86,343.66,827.15,381.51,848.49,423.96,870.35,474.76,879.81,505.5,894.77,552.68
1,34.52,37.77,100.43,75.29,238.49,96.8,288.99,93.67,350.47,84.6,401.94,71.54,434.6,78.96,458.42,101.53,483.89,122.3,505.17,159.68,526.11,195.49,547.13,239.23,562.58,259.3,575.35,316.47,592.63,367,605.95,402.91,620.65,424.17,633.57,495.68,643.18,541.51,652.36,544.48
1,11.35,8.13,22.54,24.41,44.57,37.27,69.12,36.63,91.79,37.07,111.48,37.44,133.36,15.98,144.81,30.15,160.4,45.08,170.68,47.81,183.89,66.66,194,83.71,206.48,112.28,221.65,155.44,234.78,172.23,244.31,189.94,254.03,222.2,261.62,243.58,270.85,271.88,282.76,318.97
1,14.32,30.37,53.8,69.53,89.74,98.9,146.01,120.65,211.24,130.3,276.21,108.18,324.49,76.98,362.54,71.97,400.05,88.62,434.19,156.45,460.43,190.63,491.9,236.2,528.37,278.09,565.49,320.84,602.2,358.63,647.15,407.16,689.49,449.86,733.22,493.26,764.95,526.44,804.25,568.91
1,22.85,1.03,74.79,75.32,131.6,135.28,171.92,175.41,223.97,215.36,270.5,240.23,366.82,271.03,461.45,285.79,555.89,272.48,646.42,244.08,717.3,203.51,762.6,168.38,795.78,157.09,845.18,95.78,883.09,76.76,978.45,101.96,1048.82,132.17,1072.38,147.77,1097.36,164.07,1105.98,220.24
1,0.38,13.08,43.14,67.54,94.24,111.68,132,146.52,214.15,185.34,267.86,213.09,314.96,227.07,389.07,246.07,483.6,228.93,557.95,220.28,611.38,189.82,672.84,154.54,696.86,114.75,729.43,89.88,819.9,86.31,902.63,122.4,949.89,135.65,981.9,178.77,1024.55,231.19,1083.77,286.57
1,68.26,106.58,123.04,133.22,180.78,201.72,243.55,274.07,305.32,331.82,398.27,398.03,504.05,467.69,644.28,526.4,796.65,561.99,946.85,566.16,1098.86,547.3,1230.57,507.22,1373.21,435.39,1473.73,405.09,1552.57,304.2,1619.24,224.4,1690.94,142.6,1775.65,106.84,1786.42,83.7,1802.25,159.74
1,25.22,23.77,84.03,110.98,153.31,179.16,227.07,243.54,314.96,316.99,411.12,380.48,520.04,439.7,610.64,464.71,737.18,490.78,881.94,488.64,1006.03,462.72,1124.94,424.4,1229.12,364.52,1312.78,292.24,1374.82,239.72,1445.48,169.85,1497.47,88.31,1570.14,82.55,1594.55,169.12,1627.91,238.61
1,53.67,67.41,108.51,111.21,187.23,172.66,267.35,219.81,332.4,243.85,457.69,245.06,560.34,219.07,653.41,160.77,696.11,145.68,725.51,93.61,785.07,69.13,831.8,77.27,880.28,147.85,916.32,166.53,936.23,208.02,964.37,302.08,997.68,364.39,1018.99,392.83,1047.09,457.42,1079.27,581.41
1,12.46,23.75,65.65,91.14,120.8,148.87,173.65,199.37,281.07,245.07,365.57,271.01,473.51,278.49,584.38,260.1,665.43,222.58,754.76,171.97,801.38,112.75,875.43,73.93,972.33,117.36,1043.6,170.98,1106.25,246.73,1128.38,316.52,1148.91,373.29,1176.79,434.22,1208.52,516.13,1247.3,601.46
1,1.393712667,1.325670498,19.06327788,1.325670498,32.29187787,8.916475096,41.07769925,24.68199234,48.9135115,41.550447,58.31688917,61.66283525,70.23139383,85.99233716,77.15789724,90.85823755,100.4265724,116.7448276,131.9019966,141.6582375,169.2280616,162.2653257,218.0876705,177.4712644,272.0391505,185.9518336,305.3087837,184.6727969,359.8173453,175.8492976,405.6142326,161.2515964,441.9543482,143.734355,468.8104916,132.0561941,489.3258529,130.109834,508.5222329,129.5421456
1,8.426966292,1.578947368,16.85393258,22.10526316,32.02247191,34.73684211,48.87640449,42.63157895,72.47191011,44.21052632,89.3258427,37.89473684,101.1235955,31.57894737,112.9213483,18.94736842,126.4044944,23.68421053,146.6292135,41.05263158,165.1685393,53.68421053,187.0786517,63.15789474,208.988764,67.89473684,237.6404494,66.31578947,269.6629213,63.15789474,286.5168539,66.31578947,170.2247191,56.84210526,117.9775281,14.21052632,85.95505618,37.89473684,58.98876404,44.21052632
1,10.2852204,6.153846154,20.87294728,23.07692308,39.7147796,33.84615385,68.45289542,36.92307692,85.09075194,29.23076923,103.2843561,16.92307692,123.7683665,26.15384615,144.3820225,40,169.8789974,47.69230769,198.6603284,52.30769231,215.514261,52.30769231,234.2264477,58.46153846,178.3923941,50.76923077,12.01382887,7.692307692,39.80121003,36.92307692,66.85393258,40,111.7545376,18.46153846,142.653414,38.46153846,208.7294728,50.76923077,95.07346586,24.61538462
1,7.069501924,2.795178661,14.19488024,10.6936251,32.6489631,20.78150452,54.14638144,18.06477489,72.77071218,19.86475279,81.45888291,23.66715132,100.6450674,37.38773843,123.3018988,41.68266159,145.4725238,43.82626201,164.3149941,41.85114895,178.4128605,35.43117904,193.9683832,35.3252727,206.7464641,42.62558903,215.029605,57.29585167,222.9438947,74.14644383,229.6236192,99.4864604,235.5694705,100.3861829,241.8973549,115.6997577,248.2686801,151.0259395,257.6568339,186.3315819
1,3.029656579,32.26000635,8.652705376,27.35281218,25.7298133,42.85064,37.0313673,41.09476108,48.80892215,40.00721533,60.17132416,47.09331202,71.4767293,52.74710575,82.69740937,56.85365833,93.67777834,52.46164004,104.9804877,50.87364673,118.1109478,47.72858958,132.1830116,47.83425522,139.5279049,70.50583328,144.7812443,80.37578233,150.9112131,105.0943385,156.7598836,132.9728061,158.0441836,123.8818245,161.4177818,134.6040388,165.2165459,152.3077271,168.765756,174.8484467
1,1.757625199,52.91956459,12.37252103,54.13447876,25.84996885,60.31074375,37.48195063,62.53408911,48.82740762,67.15786348,59.863233,70.82435461,71.16247632,68.73270446,82.7924775,70.66824592,88.63124513,72.6432157,92.92449545,104.4657775,93.19715613,85.3720341,97.91903828,103.6402754,99.73408033,110.5115507,103.0067787,140.8220245,106.8529117,168.8340499,105.6494306,148.0794166,107.9947746,180.6347838,110.9894207,204.7910564,94.35639158,109.8104898,35.52718499,61.19140762
1,6.211343219,1.436425509,11.3442499,5.938286213,18.19447698,9.431921164,25.04977973,10.92067046,31.33874423,10.33524995,35.68062457,8.784578395,41.50207364,10.43124371,44.76439163,12.98230366,51.61203928,17.49481493,57.89304359,20.05366864,68.412949,21.42118851,75.0525683,21.01918674,80.6302692,19.16066314,85.34980083,17.61233725,91.0514976,17.57544303,98.97227289,21.53587228,104.4084354,27.20406495,110.0191277,32.47267124,116.3825233,38.77267064,124.9716334,47.25512296
1,2.351179057,2.20126921,9.197994633,7.042450259,18.62740581,7.758367927,24.84527224,7.034462335,29.77355494,7.696128687,36.28513923,11.9060498,43.04415896,15.14087364,51.18867932,15.38866569,58.19281262,14.53379143,61.48494664,12.36307315,64.9179233,11.0039612,70.14880091,13.09301723,73.62370624,15.33080872,76.90613272,16.9945712,82.12945034,22.06982694,86.86950332,26.92985093,91.5730591,31.69198482,97.57216736,38.35533332,47.048871,15.94628593,79.95345619,18.63513429
1,22.17523778,15.27458493,40.21483306,48.52490421,54.39243474,55.33716475,73.25308774,78.20689655,98.44394469,94.75095785,131.5502011,102.5363985,164.6806359,102.5363985,194.6860141,92.8045977,218.7262389,80.70935961,237.8776802,70.42145594,250.000119,61.66283525,268.9306626,62.02777778,279.1864544,61.66283525,291.7879275,67.98850575,31.90904548,22.98850575,44.89540944,41.37931034,48.60783894,45.97701149,173.2883558,98.85057471,91.32219604,91.95402299,20.77175698,9.195402299
1,28.73168665,119.1093506,268.1056043,170.50926,383.9821212,174.9270235,469.1974595,153.2287152,556.3313419,151.8938272,653.0579454,114.8154974,784.9578592,102.9844199,872.8911351,191.1871199,915.6015834,185.8360025,995.9977213,357.6383401,1067.600532,496.3247883,1110.31098,509.7870981,1158.674282,687.8785916,1209.968693,755.6317653,1286.177532,1030.228719,1347.730825,1176.536627,1428.126963,1594.329582,125.5605381,110.5532288,286.9955157,208.4800859,753.3632287,73.22308646
1,112.2682987,64.92666826,217.7882298,79.37306528,286.250566,69.36544983,358.4814712,96.61197882,431.4660902,94.49166201,499.1747126,87.55255329,607.3326419,166.9174753,666.2479368,228.0099352,736.5945575,377.2243585,796.682296,370.0679365,870.3787558,597.0946983,906.3057799,617.192696,938.841092,695.4593592,974.0144024,745.791181,1000.394385,761.7933438,1048.757687,872.7229252,1097.120989,1147.511388,1142.971911,1325.215571,1195.731877,1534.661437,1257.28517,1773.524086
1,10.07755513,20.8318118,45.1375386,34.22519276,132.184185,49.05693354,189.3506175,35.14301665,254.1853899,86.39003741,299.048903,120.5498076,357.2344554,182.6038464,417.9812819,214.09711,499.1304354,259.5221178,611.6792154,284.1743442,671.8538286,282.4620506,772.4584764,299.2957516,863.9981899,302.6420996,930.1556088,309.8079118,1004.056925,321.2614339,1067.22907,351.9071595,1112.791743,362.2373118,595.4275024,282.5484383,505.4879601,270.5201835,263.0630507,108.5954426
1,150.8964706,52.85770784,242.8355814,107.9741931,313.8067607,176.0186325,374.561237,227.5896634,445.7840567,285.0142451,502.7511385,304.28409,562.6469239,324.0674561,621.0957521,340.8919913,678.511718,352.8455137,737.0831585,361.8986732,794.4762958,363.2901968,855.782631,347.68793,912.7541337,369.0031822,971.3106941,371.1718,1029.834906,358.3740225,1088.416914,372.3162044,1165.335991,377.7089538,1246.259721,408.4214755,1298.052678,441.7964506,1356.695802,484.0151419
1,7.175819059,4.552520083,15.33599501,4.152444377,24.45865325,17.06234053,48.18593408,30.436858,69.52793271,30.3209357,87.73140213,24.10278048,99.99782047,10.12477293,110.0672684,18.99074609,121.6013632,37.2332364,135.5765363,55.1384877,153.1522999,77.67345798,173.7794113,98.47508915,193.1859836,115.9062969,228.3375108,147.1549911,270.8122728,180.272325,322.0749165,216.4626408,379.1961482,259.3459074,449.4992025,314.0730313,535.9133734,383.6555626,45.59585492,34.06114481
1,3.074807557,4.489422259,36.0502878,7.864833573,51.11522801,15.4294327,66.3894035,39.41473732,79.26899745,51.84260783,93.9154671,64.92802142,106.0394892,68.2285675,123.5106351,89.50368025,137.5293989,90.77267736,154.372839,106.6991513,167.5546617,116.7344125,194.9761077,136.506221,216.9864968,142.1418725,239.322363,163.5559135,260.559744,177.1560745,305.9637999,208.8416176,341.1153271,221.8703812,374.0698838,241.8006862,448.3600326,283.6331323,498.5648758,301.9692165
1,28.66494394,39.21999665,38.03327444,50.73883379,48.06201238,62.16357504,64.06689947,75.24859945,77.26640283,81.68931721,104.7457156,89.24128446,108.7099811,89.50398413,119.7538952,90.50975805,148.7842592,86.09710983,169.266576,75.3302305,183.3964084,63.42956565,191.4275978,55.46847363,197.0114487,49.17768079,201.3131153,48.37562189,205.4875472,66.94524982,209.4774702,78.86500605,212.2089131,88.66724228,218.6762295,141.9730708,222.1399586,172.0875796,230.2343529,247.9702091
1,17.68031246,22.27126046,36.10614805,32.72167892,45.18108919,39.57504492,49.79754072,36.00837682,54.2321937,35.59862934,58.75890468,34.13686926,63.2842914,32.07345465,67.80669854,28.65631735,72.29002682,33.21057289,75.89653365,47.33992605,77.62972246,62.99883498,78.33379889,52.11856344,80.38840718,85.17796445,82.65639758,86.55287527,84.38230297,98.90268428,89.58120729,145.5785838,92.75276096,171.5791381,100.704539,256.1699198,109.2072399,315.425261,29.38376148,30.58234736
1,27.85235389,75.41969648,133.5188404,151.7673298,237.3733685,227.6492735,340.894816,283.1814133,495.6573816,361.4840602,708.2160912,407.9476755,921.2544368,427.8767074,1059.949195,396.7011888,1268.590877,351.0882989,1435.664101,282.0580566,1575.101152,213.6674286,1708.257256,175.3270776,1862.140489,173.9315753,2020.420385,269.6073942,2178.700282,395.6274506,2284.220213,505.8267745,2394.136808,657.6348969,2507.193877,840.1509815,2605.17667,941.5878641,2754.663239,1236.584652
1,68.3016608,159.2961882,521.1580316,313.9716672,727.8012299,326.0367899,912.4611092,300.4913871,1013.584377,266.0800845,1141.087627,204.514696,1243.467083,143.7000839,1370.113841,102.1599011,1468.439231,181.666009,1615.927316,363.7591977,1677.480609,473.249431,1747.82723,610.3261595,1809.380523,655.0820197,1879.727144,908.815483,1945.677101,1024.344325,2007.230394,1194.523034,2099.560334,1626.124831,295.9641256,257.936973,134.529148,184.7694006,80.71748879,127.3678302
1,5.209143515,1.501973645,10.27223883,7.818036805,15.51129777,11.28401342,21.20978639,12.42554186,26.78568296,11.82427879,31.84999958,10.138128,37.10853539,8.199272448,42.09495573,8.971080117,44.35829686,16.94808583,45.96190056,27.9146014,49.89095337,55.16750364,54.09620146,88.30409357,51.63690006,70.76023392,48.49059586,43.85964912,46.37901059,29.8245614,43.19898846,12.28070175,29.87197724,10.52631579,12.21853432,9.356725146,6.832095253,4.093567251,19.77556504,12.28070175
1,0.873143367,1.190479445,9.429342798,6.416739558,18.89577621,3.787174721,23.41053676,10.43997376,27.63402244,14.04247759,33.45951992,16.2776077,42.7803159,19.82752023,51.66419957,19.19642467,58.94607142,17.46091187,67.68431765,16.67204242,76.56820132,21.0108244,80.79168699,24.49499781,86.61718448,30.47725782,91.89654157,35.90073529,100.452741,44.28247321,104.8218641,49.80455937,114.2882975,68.34299147,7.330316742,7.058823529,12.21719457,6.176470588,17.1040724,3.529411765
1,5.210053788,6.511519841,86.47628655,78.15696954,104.1287199,119.047722,176.6928668,186.8813219,313.0195114,215.9899931,427.4739222,175.1858736,489.7992181,122.6863059,543.1405478,118.0081266,583.4054741,149.1959886,24.0194377,18.60465116,41.89517529,13.95348837,59.8576883,20.93023256,78.06317251,60.46511628,123.5161402,151.1627907,222.4748351,211.627907,353.8007636,209.3023256,448.9413398,158.1395349,332.9399514,213.9534884,204.494967,202.3255814,120.4790003,144.1860465
1,5.818467701,0.256952137,6.751785245,1.108452852,8.553654354,1.842805471,9.972282547,1.989059215,11.83870054,2.179844598,13.75027381,2.519611541,15.63869053,2.537519943,17.33259222,2.187921583,18.99380458,1.709661071,20.71229081,2.258316256,21.55924165,3.18157077,5.973451327,0.426556346,7.35619469,1.436518492,9.789823009,1.982837997,12.00221239,2.18259246,14.43584071,2.613305028,16.92477876,2.292508568,18.14159292,1.915379303,20.07743363,1.970944805,21.34955752,2.894329633
1,2.893616651,0.174705449,3.137147856,0.350647998,3.634218689,0.735887436,4.205578733,0.818812091,4.640637636,0.810727957,4.978103821,0.714513517,5.268178431,0.712605131,5.558412072,0.726361411,6.100997902,0.832451746,6.380449165,0.736618983,6.776757239,0.721479124,7.055699599,0.575519433,7.39284772,0.447975663,7.984892543,0.66340059,8.269035254,1.029675446,8.466420635,1.422630592,3.406131036,0.503907033,5.133239832,0.624123422,6.709410272,0.876911775,7.876177119,0.803446203
1,2.002043733,2.286999227,26.49353192,10.48890749,46.87135674,46.26037755,73.43414437,93.62583026,113.5387453,128.7665944,175.5185831,158.299507,280.0336037,152.7285843,366.5218087,104.6403835,390.7986919,91.34412232,410.5558503,80.47254397,435.1857467,77.92916161,458.6813714,86.92578361,26.58227848,8.213861109,43.03797468,38.55514372,70.88607595,89.58318764,300,145.5801105,187.3417722,161.0846912,259.4936709,160.8853766,316.4556962,138.6285754,335.443038,128.9076159
1,13.88488845,2.534123305,27.25308876,38.96431558,41.83658,63.32384884,65.1007208,90.53888417,94.0940903,108.0451006,170.8310323,113.7373206,203.4702746,102.2618376,232.6372571,86.00312488,250.4615242,66.21007156,273.957149,55.3892076,2.53164557,1.374221974,11.39240506,2.730960207,20.25316456,16.51863767,48.10126582,73.07154346,120.2531646,117.0711239,141.7721519,118.3928946,198.7341772,107.1858172,70.88607595,93.72683404,26.58227848,44.12546332,151.8987342,118.3649206
