Type,Zreal-1,Zimag-1,Zreal-2,Zimag-2,Zreal-3,Zimag-3,Zreal-4,Zimag-4,Zreal-5,Zimag-5,Zreal-6,Zimag-6,Zreal-7,Zimag-7,Zreal-8,Zimag-8,Zreal-9,Zimag-9,Zreal-10,Zimag-10,Zreal-11,Zimag-11,Zreal-12,Zimag-12,Zreal-13,Zimag-13,Zreal-14,Zimag-14,Zreal-15,Zimag-15,Zreal-16,Zimag-16,Zreal-17,Zimag-17,Zreal-18,Zimag-18,Zreal-19,Zimag-19,Zreal-20,Zimag-20
3,9.64,65.03,192.9,280.25,356.72,383.71,571.05,518.21,796.5,571.25,1009.07,551.87,1247,454.88,1466.6,257.55,1615.6,354.07,1680.93,462.41,1715.06,672.64,1740.09,1115.46,1776.49,1365.43,1806.72,1837.47,1844.75,1848.31,1878.88,2206.08,1926.66,2598,1960.79,3016.3,2029.05,3546.47,2117.78,4108.96
3,19.28,81.13,115.66,178.06,199.72,149.79,277.73,247.7,413.6,268.78,550.77,300.14,711.66,290.09,848.18,109.59,998.35,178.89,1083.18,531.39,1137.14,652.25,1209.95,759.39,1312.33,1072.31,1371.49,1260.67,1451.78,1461.72,1561.45,1615.93,1628.92,1680.57,1753.74,2002.68,1860.24,2131.14,1940.31,2283.18
3,72.04,-18.27,158.51,40.74,209.83,166.71,251.57,578.1,314.35,836.48,370.56,905.83,438.99,1115.51,507.61,1401.07,555.71,1631.31,681.41,2089.59,770.79,2087.96,862.93,2267.9,944.88,2447.78,1077.91,2683.17,1221.23,2960.02,1364.43,3188.58,1579.23,3527.97,1722.35,3722.04,1926.85,4017.67,2029.53,4344.84
3,0.28,59.19,233.61,451.98,354.4,540.14,532.79,568.89,655.26,652.46,842.84,689.54,1022.21,700.82,1200.42,656,1383.63,574.41,1525.91,416.68,1718.93,173.06,2000.65,799.15,2045.82,940.16,2089.28,933.08,2130.95,1315.04,2166.69,2055.64,2201.34,2340.98,2239.23,2559.65,2301.88,3187.77,2337.62,3646.02
3,-28.78,-57.88,32.45,133.37,129.87,98.99,236.57,270.36,338.74,384.83,501.95,456.02,719.29,441.34,871.97,373.35,993.48,221.48,1079.76,202.56,1137.18,144.49,1223.37,86.61,1241.16,225.83,1282.44,441.32,1320.71,537.21,1361.18,982.62,1402.84,1358.13,1428.41,1587.94,1464.68,1651,1531.32,1964.14
3,29.34,0.93,133.66,-18.81,171.87,298.74,192.95,443.73,218.36,643.93,254.38,506.21,286.14,754.74,307.32,920.42,339.74,1306.91,391.52,1479.7,453.75,1707.73,515.62,1859.89,568.29,2218.92,671.38,2467.91,747.21,2698.33,867.8,3055.5,950.28,3256.08,1111.77,3643.4,1197.72,3857.8,1362.61,4245.15
3,-13.73,20.14,145.2,157.53,347.76,392.61,630.95,412.08,942.88,438.94,1288.96,361.17,1609.15,411.54,1935.74,520.58,2185.81,759.19,2373.55,1156.87,2449.33,1375.8,2500.94,1514.09,2575.78,2245.75,2627.52,2411.63,2681.78,3101.77,2734.65,3502.19,2770.7,3936.99,2850.57,4303.09,2934.54,4814.08,2997.47,5186.97
3,-13.83,0.65,73.27,135.31,186.33,126.38,303.94,216.82,436.66,268.27,558.89,259.86,681.34,295.15,786.39,104.07,904.38,59.77,966.45,253.31,1008.94,614.58,1029.96,749.22,1068.98,387.34,1081.16,801.29,1133.5,1091.34,1195.59,1289.48,1258.13,1581.89,1361.38,1865.38,1525.88,2169.95,1669.46,2364.02
3,18.86,2.41,35.73,7.13,41.68,4.73,56.08,1.66,63.87,5.32,67.52,19.95,70.5,25.24,73.96,23.58,76.82,30.8,79.63,32.15,82.38,41.72,87.98,74.97,92.88,83.57,97.03,102.83,103.49,119.59,109.91,132.31,116.31,167.42,119.34,171.74,126.75,204.69,133.17,230.73
3,22.96,3.01,31.9,16.66,33.56,14.16,35.98,21.61,38.86,29.83,42.1,36.74,44.04,43.97,46.64,57.85,50.6,62.98,53.38,87.09,58.17,87.62,63.59,118.13,67.36,115.04,73.29,139.74,77.42,153.45,83.42,168.28,90.79,187.95,94.92,201.66,100.93,214.54,108.31,233.5
3,17.06485829,9.719703315,77.06485829,44.47115093,125.5657401,48.60822802,166.428581,37.04562793,189.4105373,76.87825485,211.3858459,166.5149253,221.9208254,170.6520024,240.768562,234.5008922,257.3117719,297.5223667,279.5339941,375.4373187,294.3488089,424.392731,319.0401669,511.27135,338.7932533,578.8436093,360.1924303,619.0651921,378.2994262,713.2986149,398.0525126,780.8708742,417.805599,847.0641077,211.2676056,150.4424779,71.83098592,44.24778761,164.7887324,27.72861357
3,2.21,4.23,10.9,21.64,16.74,26.5,22.58,27.49,28.42,27.64,34.25,27.31,40.09,23.67,45.93,17.52,50.4,37.32,53.2,41.87,55.83,102.23,58.57,116.48,60.48,145.3,63.76,205.5,66.58,255.13,70.34,326.27,74.01,385.01,77.3,445.19,80.96,503.79,84.14,553.33
3,1.1,8.53,13.02,28.05,24.57,32.71,37.16,32.12,47.92,36.23,63.22,29.24,74.74,22.18,86,15.6,94.82,37.72,102.19,56.78,108.95,90.78,116.78,127.12,122.65,161.13,129.52,198.72,136.82,237.76,145.58,285.69,154.35,329.83,162.56,380.99,169.2,418.86,177.69,467.82
3,0.03,0.03,0.09,0.07,0.14,0.1,0.19,0.12,0.24,0.14,0.29,0.15,0.35,0.16,0.42,0.17,0.47,0.21,0.55,0.23,0.63,0.29,0.72,0.36,0.81,0.42,0.94,0.52,1.02,0.57,1.18,0.74,1.28,0.82,1.44,0.97,1.58,1.08,1.78,1.28
3,0.07,0.01,0.17,0.07,0.22,0.09,0.29,0.12,0.34,0.13,0.4,0.21,0.5,0.25,0.6,0.27,0.76,0.39,0.88,0.47,0.93,0.49,1.07,0.57,1.14,0.61,1.27,0.68,1.4,0.76,1.52,0.84,1.62,0.88,1.75,0.97,1.9,1.07,2.05,1.18
3,3.27,4.62,8.77,19.89,20.09,37.32,33.25,48.47,47.48,57.42,61.44,59.53,77.61,59.49,93.62,57.59,108.27,53.39,124.19,44.43,138.92,35.67,149.96,36.06,157.39,46.75,163.66,59.96,168.97,72.39,174.48,92.96,179.84,117.08,183.5,135.01,184.36,155.45,187.95,177.62
3,3.41,4.09,11.21,23.31,20.48,37.32,34.25,50.6,48.21,58.51,62.09,62.89,79.02,65.2,97.01,64.03,113.12,58.43,127.94,50.58,143.95,42.02,158.17,43.79,168.65,50.93,179.12,67.56,187.81,86.86,198.53,107.33,207.71,125.48,214.59,144.37,220.91,163.65,225.95,179.07
3,0.099736791,0.010810811,0.14516274,0.086486486,0.205867625,0.12972973,0.255196764,0.162162162,0.315863132,0.221621622,0.376516659,0.286486486,0.425768762,0.351351351,0.505386146,0.432432432,0.584887976,0.562162162,0.656853053,0.664864865,1.17118829,1.72972973,0.830943057,0.972972973,0.111048341,0.048648649,0.236220068,0.151351351,0.34238942,0.254054054,0.459921679,0.372972973,0.353803685,0.248648649,0.17925146,0.135135135,0.088309687,0.021621622,0.281761572,0.178378378
3,0.881761572,1.978378378,0.78409193,1.497297297,0.720421134,1.102702703,0.626359376,0.702702703,0.528317391,0.378378378,0.380484047,0.216216216,0.224959877,0.091891892,0.149053091,0.048648649,0.369108301,0.205405405,0.513115491,0.378378378,0.615009309,0.681081081,0.682660333,1,0.152840727,0.054054054,0.300815305,0.156756757,0.475277653,0.308108108,0.12626308,0.043243243,0.28180009,0.162162162,0.433600822,0.254054054,0.554715285,0.464864865,0.190755601,0.091891892
3,0.668934968,1.978378378,0.639314374,1.648648649,0.579649483,1.167567568,0.523618155,0.756756757,0.48640945,0.421621622,0.441407203,0.167567568,0.308557489,0.097297297,0.156628362,0.059459459,0.167991269,0.075675676,0.266777942,0.086486486,0.388328947,0.113513514,0.471464338,0.313513514,0.531360339,0.697297297,0.598292354,1.318918919,0.635565256,1.627027027,0.531283302,0.72972973,0.422533222,0.113513514,0.365590293,0.086486486,0.183218848,0.064864865,0.289580792,0.086486486
3,0.116127397,0.007168244,0.193703881,0.085104177,0.232893047,0.322930432,0.345197841,1.626108445,0.328469634,1.328917793,0.30525291,1.013422888,0.285354178,0.743651749,0.252552146,0.473843743,0.216432122,0.158311972,0.138763472,0.03466149,0.219667164,0.162892643,0.259132829,0.537862545,0.292063894,0.87167092,0.32875535,1.470632895,0.151675989,0.039269811,0.242625822,0.350386811,0.272284979,0.661328694,0.200173964,0.09426552,0.368248665,1.859317162,0.292285094,0.981385837
3,11.33168567,13.81324041,118.0926703,82.80263987,226.7748038,75.67605461,316.4375639,145.0947802,363.8624948,310.4758574,405.8533191,462.2685363,442.9040464,597.389242,485.7182202,728.0831251,521.9455981,887.0835664,588.6369072,1016.490876,64.86486486,70.35998654,141.5233415,83.4259382,268.3046683,56.51921254,306.6339066,109.5252174,129.7297297,76.81955815,241.7690418,69.87062506,2.948402948,10.78022572,285.995086,59.78977846,312.5307125,165.9404406,389.1891892,408.0520354
3,45.22623992,39.52042093,100.555326,35.33500406,126.73784,15.6569511,151.4383249,44.78849115,179.8438825,159.037439,202.0743189,210.8868201,216.8946098,246.2255575,242.8301189,302.6995891,268.5186232,407.3772603,276.999123,395.766552,313.2265008,499.4880902,340.3970342,563.1427998,370.0376161,651.8191349,399.6781979,731.9209055,5.896805897,10.77206969,41.27764128,33.91071192,106.1425061,33.73127937,147.4201474,80.09012407,85.5036855,47.06637985,47.17444717,50.49191024
3,8.916710137,17.85595494,64.71917927,66.25975697,123.0966043,95.29809812,174.5957225,108.5958459,235.7068336,113.9395705,291.8796731,96.87412749,347.4352287,76.59734221,402.9907842,58.37632673,453.0593713,123.2288408,482.1794967,169.1744748,504.2253521,252.0145186,535.0895496,341.8810267,564.7191793,430.5983466,590.6451052,506.4447601,620.2747348,595.3919176,644.9660929,667.7907668,661.0154756,711.9195892,690.6451052,804.314311,714.1018953,873.9551088,738.7932533,948.4224966
3,-5.051572327,5.107215486,7.971069182,13.26815834,21.8918239,17.18681964,45.6918239,25.29895601,63.02540881,32.6750019,80.06960168,20.83085205,90.59748428,43.79550324,99.0172956,36.296013,107.3622642,54.93752379,114.0125786,80.03451378,115.2955975,88.18028383,124.127044,122.8656082,125.9446541,177.8410387,125.1748428,131.0861726,126.072956,223.4169431,126.072956,158.5265075,96.86666667,33.94985591,126.7333333,211.1729107,54.86666667,24.19769452,89.4,18.49855908
3,2.245597484,4.960068104,11.31404612,14.05054103,20.09559748,21.08190963,28.62767296,22.62451335,42.54842767,35.72385406,60.95974843,39.69381763,74.43144654,43.86178022,97.33333333,41.33854059,117.9899371,36.85194932,127.8691824,31.71395791,141.3408805,27.77061606,156.1597484,46.39417106,171.427673,87.97230167,183.1031447,147.3861508,186.2465409,213.9146539,185.3484277,164.5114023,175.2666667,93.7389049,160.3333333,60.2426513,184.6,221.9867435,138.8666667,26.84322767
3,9.359168616,174.2774842,18.97176922,17.47005695,28.59000016,22.54286005,38.21091222,24.38760103,47.83799084,21.99551048,57.46935924,16.77886557,67.10340876,7.325389129,76.71332825,12.76086662,84.87635737,26.04312234,92.87691093,39.53432404,100.3165217,52.6204093,110.3091703,75.32618001,115.9067346,88.78181002,122.3009921,104.8405477,128.6969253,119.0835005,134.2913393,133.9293019,140.6862671,147.7183084,149.2829933,166.2336643,156.8799319,181.8125361,167.0778868,194.8425526
3,6.303063861,5.658385093,21.56930602,24.28154115,38.00987449,41.93649068,49.08209408,52.91137977,69.88444603,71.54159272,98.48767996,91.01863354,123.7356958,99.71273292,160.1398117,112.7044837,217.6818014,114.7298137,267.0035068,104.4549689,311.7956679,82.55035492,330.4171281,70.4689441,363.6897071,53.21247412,401.0444682,41.67679681,440.9342828,59.93064182,465.1710733,77.87868789,479.5565707,84.30046584,315.245478,80.86956522,82.6873385,80.86956522,330.749354,66.08695652
3,0.431432263,10.86167184,18.43776916,31.47722567,36.83554817,50.64376294,63.84505353,74.26273292,109.64378,100.6348344,167.1857697,117.9901009,234.1223699,128.1661491,311.627907,130.6031315,379.7388335,119.1427277,424.3632337,107.6164596,477.2079181,87.62003106,516.5478498,64.63994565,557.5318383,50.23540373,605.2094869,46.23084886,662.4159548,62.28294144,723.8164452,83.9052795,771.9638243,102.1497153,835.3774456,125.7291667,-2.583979328,3.47826087,20.67183463,36.52173913
3,12.86761199,7.450332321,36.02397169,5.401147726,47.90581597,51.65645869,58.26155182,108.7995603,80.06310096,257.7834712,14.0625,10.18181446,31.25,6.221367801,42.1875,19.55067899,46.875,47.02838678,53.90625,101.988404,70.3125,203.2650933,53.90625,95.70568145,46.875,42.3163449,67.96875,193.0602708,64.0625,160.0836469,54.6875,101.9868701,4.6875,0.776137107,23.4375,10.16340805,81.25,269.9975458,67.96875,188.3482289
3,3.212640224,8.300910711,27.63037527,33.37839944,54.8823117,50.51045056,79.24554287,52.18847784,106.7699987,51.32173072,134.5669738,33.58849618,155.0059261,25.84363139,173.9914419,40.81632324,189.9792446,57.76959595,202.1517762,76.19140559,221.7731704,131.5813231,233.7640224,152.5603203,243.0296808,180.2106915,255.5655716,215.7990809,271.9167334,263.1596648,7.8125,12.55010635,41.40625,42.32708197,43.75,42.32248037,212.5,104.8183901,278.125,283.7471368
3,13.80196409,20.40223806,40.27527377,26.04225425,65.23804754,23.91734039,87.69364316,9.481946857,103.4997663,38.74945648,106.7699987,39.12199473,112.7654247,66.7787865,115.4906183,75.26576718,125.0287961,132.1456593,129.6616253,159.4307333,136.20209,193.2959014,140.925759,216.7546822,148.5563012,257.2837335,2.34375,5.492780596,9.375,15.68839987,87.5,10.8229712,45.3125,28.96862729,81.25,15.54728403,103.125,35.9231839,117.1875,96.36677847
3,8.310644531,1.849282686,45.54117188,15.95928863,85.67460938,42.16011699,125.4839355,83.35560861,164.5886719,121.6629394,202.9183594,160.898989,234.7094531,192.0855057,259.9431641,216.9199794,294.8773996,252.5558036,16.5,10.55276382,43.5,10.55276382,67.5,27.13567839,111,67.83919598,150,107.0351759,201,155.2763819,291,247.2361809,178.5,137.1859296,70.5,30.15075377,19.5,13.5678392,90,48.24120603
3,10.25482028,8.569305717,55.74367487,35.88906929,99.92096305,19.60447943,128.2139645,71.19325954,138.0032824,147.4898085,7.136695112,3.427773468,27.26764934,24.05958107,62.93064391,36.02606672,88.84282389,33.36539953,98.53778123,22.13064391,113.4144298,10.0189294,121.9140419,45.33933282,129.7917766,92.73048875,141.6297905,173.7309542,129.1810706,109.973623,108.8806827,10.89402638,27.26764934,24.05958107,8.438169123,6.010240497,63.58603569,39.47245927,115.3843289,22.08223429
3,5.567326295,14.13098289,37.75879566,45.35631936,69.56373553,57.92056471,102.4200694,70.39454715,137.8033603,77.02982784,172.3846376,55.4246192,193.0403475,24.42753798,213.8041471,39.62193018,224.034081,70.31898176,242.3563084,136.3235671,260.5984771,190.312115,2.601086113,3.440806827,4.563537626,12.05585725,15.61396431,28.4034135,41.5708301,46.43227308,166.0040341,59.00574088,194.4372382,23.57920869,208.0701319,35.60899922,66.22249806,60.1545384,144.6479441,71.13607448
3,3.215688831,6.697517189,33.61808487,39.93899382,68.48748333,49.25192686,103.4125477,38.79061849,140.2526824,28.0949271,157.7936714,63.61804631,178.9981799,145.5172889,199.4817759,201.0799731,7.168347556,18.08285493,27.94538402,37.85073701,57.12707525,48.97377812,95.98696664,41.10349108,115.3899147,24.66842514,132.2178433,15.99937936,151.7511249,59.90876649,167.4246703,116.7602793,193.4932506,186.5129558,84.33700543,47.17145074,110.2138092,28.13157486,155.6704422,74.55267649
3,0.094216507,5.03578401,42.44660219,50.48404505,89.52934352,86.10973086,140.2185555,100.7893627,192.7607237,108.8009304,241.8138882,105.3772139,285.7400697,93.19905436,336.2569742,107.8095439,387.0279967,143.0653348,439.1429877,176.8790963,530.9366098,244.769548,661.3341413,367.0237327,57.3862549,61.88302066,489.6181795,223.2941652,605.9610579,314.9616977,681.3781187,393.9044328,19.68866021,27.75921744,60.67571779,70.43037504,278.3314287,104.0730068,158.9090531,106.5313554
3,17.82202632,39.58300848,69.53627886,89.77992835,119.2615619,134.6510755,164.967396,166.3876067,265.9005863,206.3159234,344.5636457,205.6359617,417.4696948,192.6128932,477.7882096,168.0342299,535.0109362,136.4087058,579.4558597,121.4856216,629.0178543,210.7611207,710.3735927,512.7923637,11.50437155,25.64206313,157.3868017,162.1503989,291.6292574,206.7112479,442.1046876,189.1966077,645.1371612,272.0762001,717.6890648,549.9570773,661.6019728,323.3690749,401.2357357,204.279145
3,9.833394391,8.53423152,32.78527178,32.00227463,91.67628098,29.7057746,73.69359222,36.17096896,144.0627273,46.67800336,180.1943276,115.0305927,370.9350583,587.2478634,341.3255179,508.1826483,324.8519578,452.611722,291.9529546,364.9991525,267.26886,294.4769174,227.790931,189.7696392,186.751382,121.4301727,137.5012986,38.13939755,60.60572922,36.20596325,52.43456342,40.50588615,272.2030543,307.297949,382.4656755,625.7197067,239.3259226,230.3805082,176.8873676,97.92713533
3,13.54258346,11.88404939,36.88339087,39.87629879,69.99424398,61.7874249,138.3618539,67.55719089,178.1205171,50.01383787,218.0988397,31.52827117,273.4470766,43.25582382,328.3179741,63.3980455,378.7869607,82.86739202,424.9846706,100.5524516,474.8852735,120.4414716,536.6276335,144.2079581,610.8418256,172.6552763,12.41768122,10.45035358,47.70600957,49.26970183,73.48970863,63.44681782,132.996768,69.01673106,172.7843795,52.93741343,212.5167068,32.0033535,239.1807003,33.48290443
3,46.25116516,48.80188483,72.55628528,68.66641297,116.2815074,91.53088467,172.3003941,103.4305357,233.8407845,98.55595802,282.5622023,80.32713811,323.6317703,54.01319758,353.9332173,34.16072678,405.463559,36.45527354,448.481239,56.609186,494.2909096,79.69483646,534.8883006,100.5221002,586.1028247,126.7397583,42.5050424,42.5504848,28.9901825,25.75271561,18.56273238,10.07363126,388.7882433,31.16242619,71.47821438,66.80888678,330.5994994,51.35944448,413.4832689,39.73846322
3,6.375657143,9.086198704,18.55049341,19.38311065,30.7346169,26.15087748,42.9288849,29.06373194,56.96373782,28.06452189,69.17543722,24.35344243,81.39756689,16.67886153,93.61512439,10.74170592,105.7975333,18.16100723,117.9717981,28.67509734,130.1445705,39.75626375,142.319756,49.92045571,157.5302286,65.85923718,172.7454877,79.97915154,191.0030985,97.18909202,203.1752677,108.4995021,224.4826838,125.9671035,239.7008719,138.9739798,254.9206317,151.3836161,53.08045968,29.42450152
3,15.52157246,11.18939774,27.70583883,17.90287003,39.901107,20.43566271,55.77040097,17.85905338,67.98538663,12.89919949,80.19465706,10.11112722,91.76553801,18.07432647,103.9311279,31.88487081,116.0991603,44.76723706,134.3432213,67.12610979,155.6314914,91.86917961,9.980319571,7.477741393,85.7577787,12.04327229,138.2354996,70.50934923,115.6765507,42.90990965,45.2078771,21.00587948,10.50293974,8.882077662,80.5175049,8.902871991,9.983127148,6.410862173,147.2120077,81.65848817
3,6.540177875,-8.215337867,171.078102,44.31501326,219.1229001,116.9517359,259.0714573,202.0694217,284.1591512,278.8808155,352.2086649,452.7188891,406.0821477,593.4355668,7.598978289,-3.15865074,34.41890166,28.80438735,83.58876117,46.98934716,141.6985951,44.56503644,517.1775223,862.635805,479.1826309,757.4964465,463.5376756,716.3567876,425.5427842,638.6684096,392.0178799,551.8191871,340.6130268,419.2604012,304.853129,318.6909473,237.8033206,142.7049207,202.0434227,62.7237022
3,18.74093722,25.47311177,188.6554671,44.02378045,251.382535,63.48985073,309.2696729,140.3342508,338.6489832,167.2087127,385.1313489,285.839614,455.5970528,430.4409918,621.8642794,732.5825953,0.893997446,15.15777928,41.1238825,53.95200962,105.9386973,76.67532116,164.0485313,58.23793855,210.9833972,35.25168658,215.4533844,35.24116896,689.2720307,871.3812035,633.3971903,759.4211705,588.697318,672.5982421,550.7024266,615.4980993,470.2426564,464.7070243,398.7228608,318.4700774
3,0.933693989,0.070360473,1.159869249,0.315424061,1.442993772,0.340473348,1.677484397,0.429400815,1.903671641,0.666150703,2.129901493,0.873340767,2.356179281,1.047276029,2.582477041,1.207355123,2.808784122,1.360968007,3.035083213,1.520123357,3.261372984,1.685744919,3.487625473,1.877231326,3.71386864,2.075183945,3.940069199,2.302696388,4.166252448,2.542217508,4.392427708,2.787281096,4.618541718,3.074836931,4.844655728,3.362392765,5.070767075,3.651796089,1.114900631,0.287106269
3,0.918739647,0.021445289,1.074459112,0.234996707,1.232858046,0.193280073,1.391054144,0.292280516,1.523625515,0.528684207,1.57743549,0.882937723,1.599626218,1.123354293,1.625904902,1.414256912,1.647219865,1.781151497,1.66840496,2.051053686,1.674853307,2.254719928,1.695321487,2.647804999,1.706329193,2.868916808,1.713962817,3.185737866,1.742465411,3.617596904,1.753482438,3.832242501,1.769153583,4.185682123,1.7848123,4.547743359,1.194329698,0.183190863,1.800019928,4.985593829
3,6.486486486,6.014720077,17.2972973,14.70801158,40,26.06660232,61.62162162,28.05139961,90.81081081,23.33132239,112.4324324,22.63754826,129.7297297,32.6628861,145.9459459,48.71621622,157.8378378,61.4261583,170.8108108,74.13489382,185.9459459,92.86800193,208.6486486,112.9319498,350.2702703,252.0596042,328.6486486,229.9855212,310.2702703,213.2649614,291.8918919,198.5533301,277.8378378,183.1672297,261.6216216,165.104971,244.3243243,150.3921332,224.8648649,130.3245656
3,19.31973186,17.95859145,101.7406446,53.2963704,129.6408824,48.16665891,157.5377422,44.49172687,186.0113342,42.65771389,230.7521079,41.25818303,258.6059549,56.10744269,287.5811756,88.45894527,322.9141878,135.1444544,360.5662897,183.9564336,384.9005162,213.267312,419.642834,264.1249905,449.7619482,304.2802063,482.1870905,352.1870395,511.7204196,394.4001452,540.6838624,431.8239788,46.36220291,33.34173333,69.55410436,45.36284371,206.1070351,36.56733075,278.4540172,79.13369669
3,27.73475272,10.7097908,55.04431528,38.99046003,83.13759604,57.96082271,111.0095715,65.00276597,138.8989997,64.52834873,166.8032911,57.6529019,194.7199683,45.44326373,222.6384471,32.4577432,250.5116611,38.96626733,278.3488434,60.99243896,306.1665836,91.39167455,333.9949231,117.2261355,364.1258828,152.2799247,393.2252552,181.207486,420.9291653,210.5855034,448.4458908,245.5116203,477.6969791,284.1662664,506.6672454,318.6514455,537.1381641,357.4283892,565.7468299,397.5107008
3,69.23150338,41.56505292,97.10681172,47.17161379,125.0112006,40.25413999,158.7550503,20.67823333,186.6109267,34.65347073,212.4521985,65.50288582,249.1883973,108.4113431,325.6782688,195.8482423,396.9183232,292.224003,59.35675251,37.02237038,35.2446918,21.28318297,145.7588434,26.52189878,220.8900633,70.00986399,263.4895492,123.8312609,294.0556848,160.015552,317.2130262,186.9204905,349.6216403,229.6106963,371.8458625,258.3789933,406.1012751,305.7146354,439.4365285,349.3322005
3,6.010202653,5.158492542,32.93194557,8.171377428,48.40236274,30.73971563,54.43320334,57.78836856,61.06117868,90.19758534,68.86726488,132.4202594,80.09236983,200.3277252,99.53340255,304.9627031,136.3927016,462.6678188,122.0703125,406.9408433,111.328125,358.9293634,96.6796875,297.8259757,86.9140625,238.895333,72.265625,155.9578841,4.8828125,3.26658024,19.15147569,10.72572193,36.78385417,6.89658767,11.01345486,7.71098204,95.10633681,281.2112644,48.31271701,28.09897492
3,3.78912581,12.01214727,24.4101056,34.05836278,47.90963759,60.80151769,79.30573845,79.70329222,108.9729791,90.62503525,148.0561383,94.4891894,182.8913566,90.43572464,212.4872475,81.96416836,239.3852246,70.05177842,265.0256618,60.55294685,287.9926923,55.64892351,308.3074145,84.98206033,317.2430021,112.6991321,326.5327441,145.0064706,343.6138827,207.4469109,367.8870796,302.8134389,403.3978677,443.492268,400.390625,428.82224,379.296875,347.6455888,353.515625,241.5883427
3,10.45487974,21.35761604,49.26228666,47.39977998,88.06969357,58.95026825,126.8771005,56.99156733,165.6845074,40.1727583,204.1454196,41.65380061,262.1255335,69.2700182,301.5104316,78.69589967,359.721542,82.57384829,398.259453,89.33552423,13.83855025,23.3798873,36.24382208,40.12942102,73.14662273,55.63421741,112.6853377,59.11908614,150.9060956,48.19349828,191.7627677,34.25699175,236.5733114,61.75005318,277.4299835,74.23997309,324.8764415,80.70409784,365.0741351,82.38518584
3,376.276771,112.3815743,348.5996705,96.24847253,319.6046129,84.32353276,289.291598,74.20435262,253.7067545,65.90280561,224.7116969,56.98086884,200.9884679,52.24730497,170.675453,54.74073744,147.6112026,54.80999946,125.8649094,45.26569403,102.1416804,34.52612415,85.66721582,15.35637779,71.16968699,20.20471872,25.04118616,23.94684635,5.930807249,4.785015658,42.83360791,28.69822046,73.14662273,17.19577898,138.3855025,51.23410066,204.9423394,52.23543148,265.568369,69.47078875
3,10.81973582,2.272727273,14.22235172,7.954545455,21.03405853,17.04545455,29.56487956,22.72727273,42.65410515,28.40909091,62.01437451,32.95454545,74.54998705,32.95454545,90.51411551,29.54545455,103.0691531,22.72727273,110.486273,19.31818182,122.47151,12.5,130.9990935,19.31818182,141.7929293,30.68181818,188.2332945,130.1136364,177.4669775,109.0909091,168.978244,88.63636364,155.3742554,63.63636364,147.452085,44.31818182,167.8467366,85.79545455,153.6875162,55.68181818
3,27.2981012,145.0331439,140.9689847,119.8863636,136.1523368,98.4927399,131.5921037,78.76420455,124.7236506,59.03566919,118.1737019,43.25284091,106.6738206,28.78524832,88.86474251,29.77167508,70.06080661,32.73095539,47.65402422,27.1412037,31.84496616,20.56502525,20.65984213,11.35837542,12.4424294,2.151725589,21.31558642,12.67361111,37.11152959,23.85311448,60.82980056,32.07333754,73.02758113,33.05976431,93.48492942,28.45643939,117.1910223,40.95117845,132.5700994,82.70991162
3,439.0998925,303.5352205,694.3779746,397.1735791,948.6338155,471.4688026,1192.851868,653.9097359,1348.540308,1166.61272,1537.423846,1813.032453,1689.769321,2223.780996,1892.234271,2864.239736,2062.733022,3241.054056,2315.045394,3831.239485,2554.182506,4410.434496,2777.76657,4826.971326,16.97111025,43.01075269,111.4874244,129.0322581,266.1521663,268.8172043,1100.420114,559.1397849,1468.861622,1494.623656,2093.942591,3322.580645,2333.88855,3913.978495,2676.845631,4655.913978
3,568.96123,285.7307439,822.2307708,319.8010387,1128.148114,428.7631796,1412.824321,613.519951,1697.230698,955.0471802,1939.279987,1375.430656,2170.660437,1861.756638,2396.814534,2318.267187,2644.001269,2820.121059,2875.401108,3295.181863,3117.364801,3765.296979,3369.807696,4279.648526,3622.25059,4794.000073,489.8673033,290.3225806,188.8475561,182.7956989,154.4611626,161.2903226,1375.751855,591.3978495,1839.375937,1225.806452,3451.686932,4473.11828,3202.987063,3967.741935
3,9.928559237,53.10023651,262.8733688,275.839368,547.5724774,447.2898837,841.1736353,557.1940604,1138.320101,651.491844,1465.433142,711.0599078,1813.611844,796.7851657,2109.12734,816.5679175,2510.273802,791.2899568,2837.567557,745.8628971,3217.438134,816.5679175,3570.902073,897.8970083,3929.658815,970.4337649,4240.850789,1081.162223,4689.022902,1330.919465,360.7054948,333.3333333,1237.94718,655.9139785,2476.912257,817.2043011,3036.366665,774.1935484,3733.200081,913.9784946
3,236.3866513,332.9895399,571.1659343,537.9608295,890.1901414,697.6515983,1185.579654,790.6305318,1544.560366,733.0407432,2056.498183,730.8426596,2447.035392,736.8873894,3059.055055,847.341087,3364.901543,997.4701924,3702.38858,1162.399727,3998.655939,1358.615317,4253.800093,1530.065833,4525.774908,1735.147027,4788.220407,1957.373272,34.12729258,75.2688172,283.1787981,376.344086,807.6545815,655.9139785,1582.070216,720.4301075,2089.778469,741.9354839,2580.275017,763.4408602
3,5.77315417,7.79867546,14.42137678,28.60421077,34.63683254,54.59072822,65.45698034,84.45879731,102.0816695,103.9021277,150.2882392,119.4157794,202.386823,114.0966935,262.2192152,98.348684,316.2596211,85.21627531,361.5011456,144.9879857,443.9469765,463.6811617,416.1672032,342.7002068,391.2520358,239.9342961,377.8413272,181.3950569,357.667721,129.3780799,307.5716413,89.13967657,242.9139886,106.1996715,169.580911,119.3739298,103.0463031,103.9000352,229.4049334,108.8320122
